contig 	 read_length
NR_003287.4	1
NR_003286.4	1419
NR_046235.3	1
NM_001190470.2	741
NM_001190702.2	1
*	1941
NM_007209.4	747
NR_003287.4	322
NR_046235.3	1
*	434
NM_001368307.2	1599
*	1307
NR_046235.3	240
NR_003287.4	1
*	602
NM_004822.3	916
*	678
*	622
*	1479
*	427
*	657
*	480
*	2007
NR_132419.1	601
NM_001312873.1	1
NR_132421.1	1
NM_198076.6	1
NM_001312871.1	1
NR_132420.1	1
*	1632
*	1115
NR_132964.1	645
*	602
NR_037893.1	340
NM_024907.7	1
NM_148169.3	1
NM_001159387.2	1
NM_153446.3	1
NM_001159388.2	1
NM_006597.6	3766
NM_006597.6	1576
NM_153201.4	1
NR_003287.4	790
NR_046235.3	1
NR_003287.4	3446
NR_046235.3	1
*	1481
*	270
*	1149
*	486
*	300
NM_001540.5	876
NR_038911.1	705
NM_002415.2	1
*	1015
NR_046235.3	779
NR_003287.4	1
NM_152367.3	2031
NM_152400.3	1
NR_125368.1	1
NM_152367.3	556
NM_152400.3	1
NR_125368.1	1
NR_002728.3	1
NM_001190881.3	182
NM_152400.3	192
*	487
*	1624
*	1135
NM_001003.3	453
NM_213725.2	1
NR_003286.4	1327
NR_046235.3	1
NR_046235.3	237
NR_003286.4	1
*	2012
*	668
NM_001366899.1	882
NM_145755.3	1
NM_001366900.1	1
NR_159494.1	1
NR_159496.1	1
NR_159495.1	1
*	757
*	468
NM_006408.4	1572
NM_006408.4	627
*	271
*	502
*	2644
NR_046235.3	825
NR_003287.4	1
NM_006477.5	643
*	244
NM_001004333.5	920
NR_037716.2	1
NR_037717.1	1
NR_037715.2	1
*	750
NM_001190702.2	309
NM_001190470.2	1
*	579
*	492
NR_046235.3	437
NR_003286.4	1
NR_002728.3	3863
NM_001322819.2	1
NM_000636.4	1
NM_001322820.2	1
NM_001322814.2	1
NM_001322815.2	1
NR_110257.1	251
NM_001355197.2	219
NM_001190702.2	1359
NM_001190702.2	345
NM_001190706.2	1
NM_001271608.2	2072
NR_073384.2	1
NM_006148.4	1
NM_006148.4	525
NR_073384.2	1
NM_001271608.2	1
NM_001127395.4	827
NM_001330130.2	1
NM_001330137.2	1
NM_001330134.2	1
NM_145280.7	1
NM_006265.3	4641
NM_006265.3	1023
NR_003287.4	657
NR_046235.3	1
NM_015207.2	2314
NM_152318.3	1799
NM_002031.3	1
NM_001142935.2	421
NM_001271828.2	1
NM_013237.4	1
*	656
NM_003011.4	1826
NM_001374326.1	1
NM_001248000.2	1
NM_001248001.2	1
NM_001122821.2	1
*	1180
*	1754
*	653
NM_001330200.1	568
NM_000981.4	1
NM_001330200.1	74
NM_000981.4	1
*	1736
NM_015111.2	2289
NM_015111.2	250
NR_046235.3	342
NR_003286.4	1
*	1329
*	2930
NR_024425.1	2905
NM_006753.6	1
NR_103874.2	1
NM_001278942.2	1
NR_040023.1	1
NR_040023.1	1
NM_032390.5	2175
NM_016176.6	1786
NM_016547.3	1
NM_002899.5	864
NM_001365940.2	1
*	544
*	3301
NR_126435.1	387
NM_001276435.2	1
NM_001276436.2	1
NM_001276438.2	1
NM_001276437.2	1
NM_001276439.2	1
NM_001190470.2	1022
NM_001190470.2	373
NM_001190702.2	1
*	1471
*	1140
*	496
NR_126435.1	509
NM_001313893.1	1681
NM_001313892.2	1
NM_002128.7	1
NM_001370341.1	1
NM_001370340.1	1
NM_001363661.2	1
NM_001313893.1	428
*	882
NR_164308.1	1403
NR_164310.1	1
NM_001322814.2	1
NM_000636.4	1
NM_001322819.2	1
NR_002728.3	1
NR_047469.1	179
NR_047469.1	498
NM_001184735.1	1
NM_152367.3	1
NR_002728.3	1
NR_002728.3	215
NM_152367.3	1
NM_024813.3	1
NR_110456.2	584
NR_145975.1	1
NR_145973.1	1
NM_001378474.1	1
NR_145974.1	1
NR_047469.1	1
NR_046235.3	336
NR_003287.4	1
NM_001304274.2	2432
NM_144981.3	1
*	676
NM_006713.4	1169
NM_006713.4	497
*	2141
NM_020673.3	644
NM_002950.4	385
NR_046235.3	462
NR_003287.4	1
*	582
*	675
NM_147134.4	511
NR_147242.2	1
NR_147246.2	1
NR_147249.2	1
NM_001308042.3	1
NR_147250.2	1
*	3272
*	433
NM_002952.4	587
NM_001003713.4	216
NM_001039178.4	1
NM_001003714.4	1
NM_004889.5	1
*	2388
NR_046235.3	1462
NR_003286.4	1
NM_001190470.2	262
*	634
NM_001030018.2	506
NM_000485.3	1
NR_045796.2	1933
NM_001316.4	1
NM_001256135.2	1
NM_001362762.2	1
NM_001316.4	777
NR_045796.2	1
NM_001256135.2	1
NR_003287.4	2538
NR_046235.3	1
*	545
NR_003287.4	1214
NR_046235.3	1
*	3055
NM_001003.3	913
NM_213725.2	1
NM_001003.3	257
*	1618
*	2958
*	946
NM_152400.3	1488
NM_152367.3	1
NM_001366307.2	1
NM_001366305.2	1
NM_001366306.2	1
NR_047679.1	1
NR_125368.1	558
*	3039
*	1159
NM_001144061.2	3801
NM_016451.5	1
NM_001144062.2	1
NM_001144061.2	1398
NM_001144062.2	1
NM_016451.5	1
NR_003286.4	1797
NR_046235.3	1
NM_001288589.2	2103
NM_001002844.3	1
NM_001288589.2	547
NM_001002844.3	1
*	660
*	520
NR_003287.4	1509
NR_046235.3	1
*	363
NM_001190470.2	958
NM_001190702.2	1
NM_001190470.2	434
NM_001190702.2	1
*	726
NR_046235.3	1764
NR_003287.4	1
NR_046235.3	2431
NR_003287.4	1
NM_001190470.2	814
NM_001190702.2	1
*	705
*	823
NR_111943.2	419
NM_001021.6	1
NR_111944.3	1
NM_003329.4	1016
NM_001244938.2	1
NM_003329.4	334
NM_002273.4	1906
NM_001256282.2	1
NM_001256293.2	1
NR_045962.2	1
NR_045962.2	517
NM_002273.4	1
NM_001256282.2	1
NR_046235.3	2206
NR_003287.4	1
*	367
*	302
*	1382
*	1998
*	2202
*	364
*	1769
*	274
*	1896
*	682
*	1842
NR_046235.3	728
NR_003286.4	1
*	886
NM_024612.5	3628
NM_001166301.2	1
*	348
*	927
NR_162149.1	637
NM_006956.3	1676
NM_016265.4	1
NM_016265.4	475
NM_006956.3	1
*	313
*	2235
NR_135133.1	1143
NM_199187.2	1464
NM_000224.3	1
NM_001190470.2	533
NM_001190702.2	1
NR_046235.3	1866
NR_003286.4	1
NM_004074.3	296
NM_001144072.2	1105
NR_026644.2	1
NM_177967.4	1
*	1431
*	934
NR_168396.1	531
NR_168399.1	1
NR_168397.1	1
*	1096
NR_003287.4	1604
NR_046235.3	1
NR_169529.1	2349
NR_169532.1	1
NM_001385004.1	1
NM_001385006.1	1
NR_169528.1	1
NM_001385002.1	1
*	263
*	4495
NR_003286.4	1062
NR_046235.3	1
NR_046235.3	123
NR_003286.4	1
*	331
NM_001243797.2	965
NM_001243799.1	1
NM_183422.4	1
NM_006022.4	1
NM_001243798.2	1
NM_001243798.2	338
NM_001243797.2	1
*	366
NR_046235.3	327
NR_003286.4	1
*	1792
NM_003110.6	562
*	315
NR_003287.4	446
NR_046235.3	1
NM_006645.3	1428
NR_046235.3	1529
NR_003287.4	1
*	1591
NM_015289.5	1932
NM_001301138.3	1
NM_015289.5	406
NM_001301138.3	1
*	2573
*	989
NR_046235.3	1021
NR_003287.4	1
*	702
NR_046235.3	267
NR_003286.4	1
NM_001135245.2	504
NM_001135244.2	1
NM_001371623.1	1
NM_001195141.2	1
NM_000356.4	1
NM_001135243.2	1
NM_001135245.2	152
NM_152367.3	647
NM_001366305.2	1
NM_001366307.2	1
NM_001366306.2	1
NM_001366307.2	281
NM_001366305.2	1
NM_001366306.2	1
*	412
*	3641
NR_046235.3	1285
NR_003287.4	1
*	1850
*	309
*	289
*	603
NM_004935.4	1188
NM_001164410.3	1
NR_002728.3	2261
NM_152367.3	1
NM_014465.4	1
NM_152400.3	1
NR_126435.1	1
NM_001322815.2	1
NM_000636.4	367
*	1763
NM_006645.3	583
NR_003287.4	2388
NR_046235.3	1
NM_002952.4	826
NM_138777.5	575
NM_001346341.2	1
NR_144421.2	1
NM_001346345.2	1
NM_001346347.2	1
NM_001173512.3	1
*	727
NR_003287.4	1607
NR_046235.3	1
NM_001997.5	596
NR_046235.3	522
NR_003287.4	1
*	1686
NM_001190702.2	1213
*	702
*	270
*	360
NM_006417.5	435
NR_135641.1	1
NR_003287.4	1565
NR_046235.3	1
*	989
NR_003287.4	1520
NR_046235.3	1
NR_003287.4	336
NR_046235.3	1
*	894
NM_000973.5	920
NM_001317782.2	1
NM_001317771.2	1
NM_033301.3	1
*	414
NR_130914.1	1036
NM_002031.3	1
NM_001321768.2	1
NM_020813.4	1
*	539
NR_046235.3	1250
NR_003286.4	1
NM_030665.4	1060
NM_018346.3	1851
NR_130911.2	1
NM_018346.3	611
NR_130911.2	1
*	872
*	1000
*	1494
NR_003287.4	699
NR_046235.3	1
*	805
*	1094
NM_153712.5	3542
NR_120611.1	1
NR_002728.3	1
NR_003287.4	1959
NR_046235.3	1
NR_003286.4	513
NR_046235.3	1
NM_001321309.2	426
NM_053027.4	1
NM_053025.4	1
NM_053026.4	1
NM_053028.4	1
*	473
NM_013314.4	1742
NM_001258442.2	1
NM_001114094.2	1
NM_001258441.2	1
NM_001258440.2	1
NR_047681.2	1
NR_003287.4	1143
NR_046235.3	1
NM_012334.3	2828
*	235
NM_001184979.2	766
NM_004552.3	1
NM_004552.3	142
NM_001184979.2	1
*	1599
NR_046235.3	1048
NR_003287.4	1
*	3324
*	1311
NM_001021.6	1001
NR_111944.3	1
NR_111943.2	1
NR_111943.2	215
NM_001021.6	1
NR_111944.3	1
*	487
NR_003286.4	975
NR_046235.3	1
NR_003287.4	1728
NR_046235.3	1
NR_003287.4	264
NR_046235.3	1
*	1449
NR_003287.4	1002
NR_046235.3	1
NR_046235.3	1188
NR_003287.4	1
NM_001291746.2	481
NM_002908.4	1
NM_152367.3	1
NR_002728.3	1
NR_125368.1	1
NM_152400.3	1
NR_046235.3	180
NR_003287.4	1
*	1360
*	507
NM_030763.3	470
NR_002728.3	1168
NM_014465.4	1
NM_152367.3	1
NM_002908.4	1
NM_001291746.2	1
NR_126435.1	1
NM_001350540.2	2651
NM_001297614.3	1
NM_001350553.2	1
NM_001350544.2	1
NM_001350542.2	1
NM_001350541.2	1
NM_020468.6	143
*	989
*	1747
*	377
*	556
*	398
NM_001190452.2	1094
NM_001190487.2	1
NM_001190452.2	474
NM_001190702.2	1
NM_001190708.2	1
NM_001190487.2	1
NM_001190702.2	1
NR_003286.4	1780
NR_046235.3	1
NR_003286.4	940
NR_046235.3	1
*	1379
*	347
*	1755
*	332
NM_001190470.2	683
NM_001190702.2	1
NM_001190702.2	254
NM_001190470.2	1
NM_001382806.1	2158
NM_001382793.1	1
NM_001382800.1	1
NM_001382797.1	1
NM_001382790.1	1
NR_110535.2	1
NM_001382802.1	913
NR_001445.2	417
NM_145266.6	901
NR_138427.2	1
NR_138426.2	1
NR_103834.2	153
*	1577
NM_001363848.1	906
NM_003258.5	1
NM_001346663.2	1
NM_015275.3	320
NM_001293640.2	1
NM_003482.4	466
*	1039
NM_001317980.2	1264
NM_001317981.2	1
NM_016093.4	1
NM_001317982.2	1
NM_016093.4	451
NM_001317980.2	1
NM_001317982.2	1
*	402
*	1008
NM_001190702.2	547
*	377
NM_022097.4	1119
*	323
NR_046235.3	503
NR_003287.4	1
NR_046235.3	192
NR_003287.4	1
NR_027253.1	3353
*	380
*	248
NM_005381.3	1676
NM_005381.3	243
NM_001190702.2	1498
NM_001190470.2	1
*	2853
*	618
*	877
NM_001190702.2	868
NM_001190470.2	1
NR_046235.3	899
NR_003286.4	1
NM_032522.5	488
NR_109906.2	1
NR_004862.2	1
NM_001039693.3	1
NR_109905.2	1
NR_109907.2	1
NM_001386050.1	144
NM_001190702.2	494
NM_001190470.2	1
NM_001190452.2	690
NM_001190708.2	1
NM_001190487.2	1
NM_001190702.2	1
NM_007209.4	810
NM_007209.4	195
NM_007100.4	371
NR_033743.2	1
NM_001371114.1	3054
NM_019027.4	1
NM_001098634.2	1
NM_001371113.1	1
NR_003287.4	1062
NR_046235.3	1
*	1422
NR_046235.3	1682
NR_003286.4	1
*	536
NM_178812.4	1470
NM_001363136.1	1
NM_001363137.1	1
NM_001363138.1	1
NM_001363139.1	1
NR_046235.3	460
NR_003286.4	1
NM_058173.3	887
NM_058173.3	206
*	750
*	287
NR_046235.3	587
NR_003286.4	1
NR_003286.4	174
NR_046235.3	1
NM_001144831.2	1076
NM_001267700.1	1
NR_003287.4	1377
NR_046235.3	1
*	790
*	559
*	772
*	445
NR_046235.3	1142
NR_003286.4	1
NM_030961.3	4558
NM_001308042.3	1
NM_001202515.1	1
NR_147250.2	1
NM_001127183.4	1
NM_001202519.3	1
NM_001308042.3	322
NR_003286.4	1955
NR_046235.3	1
*	853
*	581
*	218
*	663
NM_003973.5	169
NM_001034996.3	1
NM_024762.3	475
*	527
*	467
NM_001010977.3	1261
NM_001010977.3	134
NR_046235.3	1856
NR_003287.4	1
NM_002623.4	820
NM_018026.4	1740
NR_003286.4	1669
NR_046235.3	1
NM_013940.4	332
NR_002728.3	1
NM_014465.4	1
NM_001351389.2	1
NR_027053.2	1
NM_001164436.2	1
NM_001385855.1	95
*	2816
*	309
*	1964
NM_001345872.2	3337
NM_001345874.2	1
NM_001345873.2	1
NM_001276277.3	1
NM_001345871.2	1
NM_015216.5	1
NM_001145204.3	487
NM_001145204.3	227
*	437
*	961
*	2316
*	417
NM_001190702.2	767
NM_001190470.2	1
*	966
NR_126435.1	606
NM_014465.4	1
NR_110133.1	1
NR_027053.2	1
NM_001386104.1	1
NM_014565.3	1
NM_172353.3	4658
NM_153826.4	1
NM_172359.3	1
NM_172352.3	1
NM_172351.3	1
NM_002389.4	1
NM_172350.3	844
*	343
NM_001312.4	1298
NR_073084.1	1
NM_001270837.2	1
NR_073085.2	1
NR_073082.2	1
NR_073083.2	1
*	358
*	264
NM_001190470.2	376
NM_001190702.2	1
NM_002952.4	968
NR_002728.3	410
NM_001291746.2	1
NM_002908.4	1
NM_000636.4	1
NM_001322820.2	1
NM_001322814.2	1
*	662
NM_001242600.2	3307
NR_040724.2	1
NM_004902.4	1
NM_184234.3	1
NR_040723.2	1
NM_001323423.2	1
NM_001323422.2	1132
NM_152367.3	1076
NM_001366306.2	1
NM_001366307.2	1
NM_001366305.2	1
NR_047679.1	1
NM_001366305.2	453
NM_152367.3	1
NM_001190470.2	834
NM_001190702.2	1
NM_001190470.2	266
NM_001190702.2	1
*	2507
NM_001366305.2	682
NM_001366306.2	1
NM_001366307.2	1
NR_047679.1	1
NR_002728.3	1
NR_126435.1	1
NM_148170.5	88
NR_046235.3	1733
NR_003286.4	1
*	743
*	709
NM_001190452.2	499
NM_001190708.2	1
NM_001190487.2	1
NM_001190472.2	1
NM_001190702.2	1
*	2471
*	1622
*	2762
NM_001190702.2	302
NM_015323.5	1163
NM_173808.3	159
*	771
*	625
*	464
NM_006430.4	1910
NM_001256721.1	1
NM_004331.3	2371
NM_001330491.2	1
NM_004331.3	990
NM_001821.4	1222
NM_001381854.1	1
NM_001381855.1	1
NM_001381853.1	1
NM_001381856.1	1
NR_125345.1	1
*	1076
*	367
NM_001190882.3	425
NM_001374272.1	1
NM_001190881.3	1
NM_181741.4	1
NM_001374270.1	1
NM_001011552.4	1
NR_046235.3	1265
NR_003286.4	1
NR_003286.4	73
NR_046235.3	1
*	673
NM_001355197.2	1583
NM_001322814.2	533
NM_001322815.2	1
NM_001322819.2	1
NM_000636.4	1
NM_001322820.2	1
NM_001355197.2	1
NM_005052.3	1138
NM_001316307.2	1
NR_046235.3	1115
NR_003286.4	1
*	2637
NR_144567.1	423
NR_144568.1	1
NR_002819.4	1
*	1262
*	693
NM_144570.3	783
NR_144568.1	2492
NR_144567.1	1
NR_002819.4	1
NR_145459.1	1
NM_173811.4	2463
*	1329
NM_001134422.2	1247
NM_138493.3	679
*	246
NM_001190470.2	401
NM_001190702.2	1
NM_001190452.2	1
*	1891
NM_001267713.2	1298
NM_002183.4	1
*	1373
*	498
NR_046235.3	513
NR_003287.4	1
NR_003287.4	1990
NR_046235.3	1
*	1168
NM_001197079.2	1934
NM_001550.4	1
NM_001197080.2	1
NM_001007245.3	1
NR_120333.1	1
*	613
NM_003573.2	1193
NM_001042545.2	1
NM_001042544.1	1
NM_003573.2	242
NM_001042544.1	1
NM_001042545.2	1
NM_001190470.2	581
NM_001190702.2	1
*	875
NR_046235.3	650
NR_003287.4	1
NR_003287.4	536
NR_046235.3	1
*	1505
*	4792
*	1878
*	1466
*	291
NR_163594.1	2717
NR_163594.1	130
NM_003610.4	1304
NM_001015885.2	1
NM_003610.4	338
NM_001015885.2	1
*	880
NM_001190470.2	1398
NM_001190702.2	1
NM_001190702.2	590
NM_001190470.2	1
NR_046235.3	1193
NR_003286.4	1
NM_016091.4	432
NM_001242923.2	1
NM_001363785.2	1
*	1163
NM_000997.5	1171
NR_159993.1	1
*	2074
*	715
*	275
NM_001015.5	426
NR_003287.4	1343
NR_046235.3	1
NR_111980.2	512
NM_001291496.2	1
NM_001040441.3	1
NM_001329909.1	541
NM_001184722.1	1
NM_001329910.1	1
NM_001289789.1	1
NM_001329911.2	1
NM_001289790.3	1
NR_002819.4	2747
NR_145459.1	1
NR_144567.1	1
NR_145459.1	1172
NR_002819.4	1
NR_144567.1	1
NM_152367.3	3427
NR_002728.3	1
NR_126435.1	1
NM_001322815.2	1
NM_000636.4	1
NM_001322814.2	1
NR_047469.1	1046
*	1645
NR_003287.4	763
NR_046235.3	1
*	262
*	236
NR_003286.4	1025
NR_046235.3	1
NM_003824.4	1655
NM_014736.6	970
NR_109934.2	1
NM_001029989.3	1
NM_001190470.2	952
NM_001190702.2	1
NR_102424.1	4305
NM_001320421.2	134
NM_001010854.2	1
NR_046235.3	945
NR_003286.4	1
NM_001127183.4	957
NM_001202518.2	1
NR_147250.2	1
NM_001202515.1	1
NM_001351590.2	1
NM_001351593.2	1
NR_135047.1	523
*	456
*	423
NR_003287.4	429
NR_046235.3	1
*	412
NM_001367788.1	2162
NM_001367797.1	1
NM_001367791.1	81
NM_000978.4	590
NM_030790.5	466
NM_001305002.2	1
*	2892
NM_001003.3	576
NM_213725.2	1
*	427
NR_046235.3	2352
NR_003287.4	1
*	1416
NM_002628.5	1793
NM_053024.4	1
*	4019
*	573
*	284
NM_001278312.2	817
NM_153485.3	1
NM_004298.4	1
NM_153485.3	135
NM_004298.4	1
NM_001278312.2	1
NM_153485.3	230
NM_004298.4	1
*	693
*	2728
*	1367
*	962
*	1015
NR_046235.3	1081
NR_046235.3	456
NR_003286.4	1
NM_013319.3	1022
NM_013319.3	284
NR_046235.3	394
NR_003286.4	1
NR_003287.4	1086
NR_046235.3	1
NR_003287.4	1429
NR_046235.3	1
*	434
*	792
*	1011
NM_080927.4	3254
NR_003287.4	979
NR_046235.3	1
*	1656
NM_001349921.2	465
NM_001349922.2	1
NM_000988.5	1
NR_146327.2	1
NM_001372086.1	1299
NM_001372085.1	1
NM_194247.3	1331
NR_138470.2	1
NM_001330251.1	1
NM_001330247.1	1
*	415
NR_046235.3	824
NR_003287.4	1
NR_003287.4	1544
NR_046235.3	1
*	342
*	3729
NM_001145357.2	3112
NM_001145358.2	1
NM_015477.3	1
NM_001145357.2	1231
NM_001145358.2	1
NM_015477.3	1
NM_053043.3	1065
NM_053043.3	266
NR_003287.4	1709
NR_046235.3	1
NM_024038.4	927
NR_138095.2	1
NM_001329739.2	1
NM_001329738.2	1
*	705
*	2137
*	1555
NM_001385975.1	2411
NM_001005494.2	1
NM_001143821.3	1
NM_016116.3	1
NR_033945.1	1
NM_001190470.2	364
*	1093
*	357
*	344
*	469
NM_001026.5	1013
NM_001142282.2	1
NM_033022.4	1
NM_001142284.2	1
NM_001142283.2	1
NM_001142285.2	1
NM_001026.5	360
NM_006830.4	451
NM_001363661.2	1200
NM_002128.7	1
NM_001370339.1	1
NM_001370339.1	520
NM_002128.7	1
NM_001363661.2	1
NM_001313892.2	1
*	666
NM_002376.7	3219
NM_001128919.3	1
NM_001128918.3	1
NM_001128920.3	1
NM_001128921.3	1
*	2915
*	1807
NM_203434.3	777
*	408
NM_005063.5	475
NM_005063.5	151
*	376
NM_001190470.2	700
NM_001190470.2	101
*	348
NM_152400.3	859
NM_024813.3	1
*	344
*	1085
*	2072
*	544
NM_013262.4	800
*	434
NM_001311.5	479
NM_001277285.4	1788
NR_002569.2	73
NR_023358.1	1
*	401
NR_003287.4	904
NR_046235.3	1
NR_027701.1	4367
NR_040244.1	1
NM_022746.4	373
NR_135100.2	1
NM_001385721.1	99
*	890
NM_003851.3	1983
NR_046235.3	245
NR_003287.4	1
NM_001190470.2	657
NM_001190702.2	1
NM_001190452.2	1
NM_000100.4	662
*	2031
NM_001190470.2	814
NM_001190702.2	1
*	764
*	555
*	1240
NR_003287.4	1455
NR_046235.3	1
*	682
*	1064
NM_001190702.2	515
NM_001190470.2	1
*	579
*	657
NR_046235.3	402
NR_003287.4	1
NM_006644.4	3167
NM_001349704.2	1
NM_001286503.2	1
NM_001286504.1	1
NR_003287.4	456
NR_046235.3	1
NR_003287.4	1042
NR_046235.3	1
NR_046235.3	1225
NR_003287.4	1
NM_003339.3	1572
NM_181838.2	1
NR_046235.3	250
NR_003286.4	1
NM_001190470.2	545
NR_046235.3	735
NR_003287.4	1
*	2458
NR_003287.4	1179
NR_046235.3	1
*	474
NR_046235.3	1098
NR_003286.4	1
*	265
NR_024397.1	3377
NR_120613.1	1
NR_120611.1	1
NR_120612.1	1
*	1051
*	1758
NR_003287.4	435
NR_046235.3	1
*	1735
*	815
*	2775
*	196
*	1261
*	428
NM_001282291.2	1100
*	1463
NM_001278462.2	715
NM_001145340.3	1
NM_001145337.3	1
NM_001367990.1	1
NM_001145339.2	1
NM_002392.5	1
*	755
NR_110945.1	4043
NR_110946.1	1
NM_001352017.2	153
*	351
NM_001370730.1	1608
NM_001370731.1	1
NM_001007230.1	1
NM_001007226.1	1
NM_001007227.1	1
NM_001007229.1	1
NM_001370731.1	180
*	2109
*	1675
NR_003286.4	187
NR_046235.3	1
*	566
NM_018407.6	1990
*	740
NR_132964.1	803
*	1729
NR_003287.4	1133
NR_046235.3	1
*	190
NR_003286.4	436
NR_046235.3	1
*	2112
NR_003286.4	206
NR_046235.3	1
NR_003287.4	342
NR_046235.3	1
NM_003655.3	1307
*	2017
*	1599
NR_046235.3	1415
NR_003286.4	1
*	580
*	890
*	1515
NM_006761.5	641
NR_024058.2	1
*	1264
*	385
*	326
*	2227
*	321
*	743
NM_001190470.2	439
NM_001190702.2	1
*	257
*	710
NM_152318.3	5828
NR_110456.2	1102
NR_145974.1	1
NR_145973.1	1
NR_145975.1	1
NR_047469.1	1
NR_002728.3	1
NR_002728.3	360
*	1505
*	343
*	373
NM_152318.3	453
NR_110456.2	1
NM_001322820.2	1
NM_001322814.2	1
NM_001322819.2	1
NM_000636.4	1
*	565
*	662
NR_003287.4	1477
NR_046235.3	1
NR_146625.1	751
NR_146626.1	1
*	1158
*	697
NM_003017.5	1332
NR_036610.2	1
NR_046235.3	444
NR_003287.4	1
*	242
NM_014389.3	212
NM_001278241.2	1
*	580
*	1342
*	2344
*	1003
*	2329
NR_168403.1	1458
NM_005134.4	1
NR_168404.1	1
NM_001042388.3	1
NM_001382562.1	1
NR_052003.2	1
NR_003287.4	1263
NR_046235.3	1
*	585
NM_134324.3	1419
NM_004178.5	1
NM_134323.2	1
*	665
NR_002728.3	1392
NM_014465.4	1
NM_001291746.2	1
NM_002908.4	1
NR_126435.1	1
NM_152400.3	1
NR_002728.3	654
NM_001031.5	541
NM_001031.5	108
NM_001305624.1	1933
NM_001743.6	1
NM_001305625.2	1
NM_001305626.1	1
NM_001743.6	820
NM_001305626.1	1
NM_001305624.1	1
*	1704
*	980
*	4334
*	1236
NM_005805.6	1782
NR_003287.4	1013
NR_046235.3	1
NM_018227.6	189
*	1413
*	406
*	1694
*	304
*	2029
*	1805
NM_003846.3	1649
NR_073492.2	1
NR_073491.2	1
NM_001184795.1	1
NR_073493.2	1
*	640
*	1049
NR_003286.4	912
NR_046235.3	1
NM_015932.6	2263
NM_015932.6	650
*	257
*	2755
NM_001190702.2	946
NM_001190702.2	614
NM_001190470.2	1
NM_138639.2	1728
NM_001040668.1	1
NR_104200.1	1
NR_104202.1	1
NR_104201.1	1
*	3074
*	616
NM_001190470.2	351
NM_001190702.2	1
*	520
NM_001969.5	2255
NM_183004.5	1
NM_183004.5	558
NM_001969.5	1
*	521
NM_016213.5	2681
NM_001321924.2	1
NR_135855.2	1
*	741
NR_046235.3	1273
NR_003287.4	1
NR_003286.4	1131
NR_046235.3	1
NR_003286.4	732
NR_046235.3	1
NR_046235.3	1417
NR_003287.4	1
NR_046235.3	1762
NR_003286.4	1
*	449
NR_046235.3	1456
NR_003287.4	1
*	212
*	1456
NM_002391.6	942
NM_001012334.2	1
NM_001270550.1	1
NM_001012333.3	1
NM_001270551.3	1
NR_073039.3	1
*	740
NM_001303141.2	3248
NM_001303139.2	1
NM_001303142.2	1
NM_015009.3	1
NM_001303140.2	1
NR_037601.1	6731
NR_037600.1	1
NR_037602.1	1
*	1026
*	310
*	330
*	2686
NR_046235.3	2049
NR_003286.4	1
NM_001204468.2	413
NM_001204467.2	1
NM_152856.3	1
NM_005676.5	1
NM_001204466.2	1
NM_001190470.2	316
NM_001190702.2	1
*	1677
NR_003287.4	902
NR_046235.3	1
*	573
*	735
NR_003286.4	1233
NR_046235.3	1
NM_152367.3	1250
NM_002908.4	1
NM_001291746.2	1
NM_001366306.2	1
NM_001366305.2	1
NM_001366307.2	1
NM_001004686.3	444
NR_002728.3	1361
NM_001291746.2	1
NM_002908.4	1
NR_126435.1	1
NM_152367.3	1
NM_152400.3	1
NR_125837.1	622
NM_000977.4	882
NM_033251.2	1
NR_003287.4	1406
NR_046235.3	1
*	262
NM_152367.3	1806
NR_047679.1	1
NR_125368.1	1
NM_001366305.2	1
NM_001366306.2	1
NM_001366307.2	1
NM_152367.3	800
*	721
NR_003287.4	307
NR_046235.3	1
NM_033546.4	1585
NM_001144944.1	1
NM_001144945.1	1
NM_001144945.1	526
NM_001144944.1	1
NM_033546.4	1
NM_002276.5	1453
*	246
NM_033513.3	705
NM_002167.5	1124
NR_046235.3	964
NR_003287.4	1
NR_104225.1	1860
NR_104223.2	1
NM_015677.4	1
NM_001282687.2	1
NR_104226.1	1
NM_001159597.3	1
NM_004889.5	685
NM_001003713.4	1
NM_002730.4	1779
NM_001304349.2	1
NM_207518.3	1
*	3160
*	995
*	959
*	852
NM_012423.4	1040
NR_073024.2	1
NR_026712.1	1
NR_003932.2	1
NM_001270491.2	1
NR_073024.2	263
NM_012423.4	1
*	2484
*	689
*	368
NR_003287.4	1631
NR_046235.3	1
*	545
NM_001353136.2	692
NM_001353135.1	1
NM_001353134.2	1
NM_001353140.2	1
NM_017523.5	1
NM_001353139.2	1
*	753
NM_001190702.2	375
NM_001190470.2	1
*	2165
NM_001190702.2	1436
*	548
*	1608
NR_046235.3	1491
NR_003287.4	1
NM_004559.5	930
NM_001202523.3	975
NM_001387915.1	1
NM_001387911.1	1
NM_001387908.1	1
NM_001954.5	1
NM_001297653.2	1
*	327
*	2550
*	2051
*	1478
NM_032976.4	1198
NM_032977.4	1
NM_001206524.2	1
NM_001230.5	1
NM_001271052.1	1
NM_013447.4	1
NM_001128150.2	1049
NM_016467.5	1
NR_046554.1	2729
NM_175607.3	69
NM_175613.3	1
NM_001350095.2	1
NM_001206956.2	1
NM_001206955.2	1
NR_046235.3	639
NR_003286.4	1
NR_046235.3	98
NR_003286.4	1
NM_014169.5	1253
NM_014169.5	96
*	1383
NM_012094.5	765
NM_001358516.2	1
NM_181651.3	1
