contig 	 read_length
NM_001173128.2	1
NM_001172828.2	1
NM_079423.4	607
NM_021019.5	1
NM_001330200.1	858
NM_000981.4	1
NM_000987.5	983
NM_001315530.2	1
NM_001315531.2	1
NM_000987.5	122
NM_001315530.2	1
NM_001315531.2	1
NM_000126.4	1610
NM_001127716.2	1
NM_012437.6	1024
NR_052019.1	1
NR_052020.1	1
NM_003096.4	513
NM_001317166.2	1
NM_001317165.2	1
NM_001317171.2	1
NM_001203245.3	792
NM_001014.5	1
NM_001204091.2	1
NM_001202470.3	1
NM_001204091.2	232
NM_001014.5	1
NM_001203245.3	1
NR_132964.1	792
NM_015962.5	1407
NM_001318508.2	1
NM_015962.5	790
NM_001013.4	864
NM_001321701.2	1
NR_135763.2	1
NM_001321704.2	1
NR_135762.2	1
NM_001321702.2	1
NM_000981.4	948
NM_001330200.1	1
NM_001349947.2	632
NM_001030.6	1
NM_001349946.2	1
NM_001030.6	122
NM_001349946.2	1
NM_001349947.2	1
*	882
*	372
NM_001316969.2	389
NM_001316968.2	1
NM_001377288.1	1
NM_001377286.1	1
NM_033211.4	1
NM_001377284.1	1
NM_001023.4	826
NM_001146227.3	1
NM_000970.6	1189
NM_001320139.2	1
NM_001320138.2	1
NM_001320140.2	1
NM_001320141.2	1
NM_001024662.3	1
NM_006829.3	544
NM_012423.4	1340
NR_026712.1	1
NR_073024.2	1
NM_012423.4	596
NR_026712.1	1
NR_003932.2	1
NR_073024.2	1
NM_001351375.2	276
NM_001032.5	1
NM_001030001.4	1
NM_006937.4	1821
NM_001005849.2	1
NM_006937.4	697
NM_001005849.2	1
NM_012094.5	832
NM_001358516.2	1
NM_001035005.4	1759
NM_001199355.1	1
NM_001199346.2	1
NM_001199356.2	1
NM_001199346.2	670
NM_001035005.4	1
NM_001199356.2	1
NM_004373.4	498
NM_021109.4	781
NM_001163546.3	1999
NM_080550.5	1
NM_001163544.3	1
NM_001163545.3	1
NM_198882.3	1
NM_001163547.3	1
NM_005749.4	275
NM_018670.3	1502
NM_000983.4	385
NM_001035267.2	410
NM_021104.2	1
NM_001350575.2	1
NM_001350578.2	1
NM_001003713.4	485
NM_004889.5	1
NM_001199802.1	541
NM_000975.5	1
NM_000858.7	1119
NM_001242839.1	1
NM_001159390.2	1
NM_001159391.3	1
NM_001321690.1	959
NM_001321688.2	1
NM_001321691.2	1
NM_001207069.2	1
NM_014670.4	1
NM_001321694.2	1
NM_001048241.3	545
NM_024292.4	1
*	1581
NM_000987.5	1020
NM_001315531.2	1
NM_001315530.2	1
NM_014402.5	575
NM_001330646.3	364
NM_001317743.4	1
NM_001130056.5	1
NM_032378.7	1
NM_001960.7	1
NM_001289950.4	1
NM_017866.6	1078
NM_001040613.3	1
NR_033334.2	1
NM_001349947.2	670
NM_001030.6	1
NM_001349946.2	1
NM_014222.3	858
NM_014251.3	3255
NM_001160210.2	1
NR_027662.2	1
NM_001289931.2	1136
NM_001289930.2	1
NR_110529.1	1
NM_001039127.6	1
NM_001289930.2	404
NR_110529.1	1
NM_001039127.6	1
NM_000976.4	713
NM_002046.7	1424
NM_001289746.2	1
NM_001289745.3	1
NM_001357943.2	1
NM_001256799.3	1
NM_152773.5	856
NM_001351628.2	1
NM_152773.5	303
NM_001351628.2	1
NM_001288653.2	875
NM_004859.4	1
*	640
NM_007165.5	1085
NM_007165.5	240
NM_004894.3	507
NM_001127393.2	1
NM_002623.4	525
NM_002623.4	174
NM_001011.4	458
NM_001025238.2	452
NM_001025237.2	1
NM_003271.5	1
NM_001025236.2	1
NM_001025235.2	1
NM_001025234.2	1
NM_018719.5	2862
NM_001127370.3	1
NM_001127371.3	1
NM_001203245.3	1030
NM_001204091.2	1
NM_001014.5	1
NM_001202470.3	1
NM_001203245.3	409
NM_001014.5	1
NM_001204091.2	1
NM_004373.4	765
NM_000987.5	926
NM_001315530.2	1
NM_001315531.2	1
NM_001315531.2	183
NM_001315530.2	1
NM_000987.5	1
NM_004148.4	1275
NM_002489.4	323
NM_001199982.2	295
NM_001199981.2	1
NM_001199983.2	1
NM_005006.7	1
NM_001199984.2	1
NM_007209.4	490
NM_001826.3	1370
NR_024163.2	1
NM_004450.3	834
NM_004725.4	4738
NM_004725.4	2246
NM_000981.4	871
NM_001330200.1	1
NM_021130.5	392
NM_001300981.2	1
NM_000661.5	782
NM_001024921.4	1
NM_001190702.2	608
NM_001190470.2	1
NM_000990.5	611
NM_001156.5	1885
NM_004034.4	1
NM_001320879.2	1
NM_001320880.2	1
*	1294
NR_036543.2	1352
NM_006112.4	1
NR_036544.2	1
NM_003217.3	3779
NM_001098576.2	1
NM_001098576.2	1642
NM_003217.3	1
NM_006325.5	453
NM_001300797.2	56
NM_001300796.2	1
NM_001371916.2	988
NM_001371917.2	1
NR_126034.4	1
NR_126032.3	1
NM_001371921.2	1
NM_001371912.2	1
NM_001256605.2	1418
NM_001256608.2	1
NM_001256604.2	1
NM_144580.3	1
NM_001256609.2	1
NM_001256608.2	343
NM_001256604.2	1
NM_001348384.2	430
NM_002692.4	1
NM_001348385.2	1
NM_001197330.2	1
NM_001537.4	633
NM_001190702.2	1411
NM_001136498.2	718
NM_005080.4	3259
NM_001079539.2	1
NM_005080.4	1381
NM_001079539.2	1
NM_006406.2	1037
NM_138779.5	1185
NM_001286776.2	1
NM_170783.4	1268
NM_001278785.2	1
NM_001278786.2	1
NM_014596.6	1
NM_170783.4	126
NM_001278786.2	1
NR_103864.2	1
NM_001032.5	555
NM_007104.5	779
NM_001402.6	349
NM_001006.5	1461
NM_012289.4	1511
NM_203500.2	1
NM_203500.2	157
NM_012289.4	1
NM_002553.4	1951
NM_014176.4	872
NM_001310326.2	1
NM_014400.3	1612
NM_021109.4	1010
NM_021109.4	201
NM_022551.3	650
NM_006551.4	435
NM_001253382.2	1008
NM_002948.5	1
NM_001253379.2	1
NM_001253383.3	1
NM_001253380.2	1
NM_002948.5	338
NM_001253380.2	1
*	1468
NM_006708.3	2301
NM_016468.7	893
NM_016468.7	353
NM_001202548.2	1
NM_001204090.2	1
NM_001202549.2	1
NM_001202547.2	1
NM_001035267.2	529
NM_021104.2	1
NM_001350575.2	1
NM_001350578.2	1
NM_001350575.2	139
NM_001035267.2	1
NM_021104.2	1
NR_036500.1	850
NM_002276.5	1479
NM_005348.4	1315
NM_001017963.3	1
NM_001077180.3	1656
NM_016025.5	1
NM_001288660.2	1
NM_001288659.2	1
NM_001099668.2	703
NM_001099669.2	1
NM_014056.4	1
NM_014056.4	262
NM_001099669.2	1
NM_001099668.2	1
NM_001861.6	831
NM_001318786.3	1
NM_001318797.3	1
NM_001318794.2	1
NM_001318788.2	1
NM_001318802.2	1
NM_002489.4	959
NM_002489.4	119
NM_145791.3	1232
NR_048547.2	1
NM_145792.3	1
NM_020300.5	1
NM_145764.3	1
NM_001260511.2	1
NM_007108.4	541
NM_207013.3	1
NM_004280.5	1961
NM_004280.5	413
NM_001286420.2	921
NR_147140.2	1
NM_016454.4	1
NM_001351373.2	1
NM_001159390.2	1846
NM_001159390.2	824
NM_001242839.1	1
NM_000858.7	1
NM_001159391.3	1
NM_000858.7	1
NM_001242839.1	1
NM_152926.3	3090
NM_152927.3	1
NM_152925.3	1
NR_037188.2	1
NM_152928.3	1
NM_003915.6	1
NR_037188.2	1250
NM_001039583.1	642
NM_001039584.1	1
NM_012407.4	1
NM_133494.3	5140
NM_021009.7	432
NM_005176.7	885
NR_163136.1	1
NM_001369753.1	1
NM_001369755.1	1
NM_001330269.2	1
NM_001002031.4	1
NM_001011.4	778
NM_001190702.2	1934
NM_001190702.2	193
NM_004039.3	1488
NM_001002857.2	1
NM_001136015.3	1
NM_001002858.3	1
NM_001997.5	521
NM_198969.1	1665
NM_001130.6	1
NM_198970.2	1
NM_021104.2	606
NM_001035267.2	1
NM_001350575.2	1
NM_001350578.2	1
NM_001350578.2	176
NM_001350575.2	1
NM_021104.2	1
NM_000224.3	1551
NM_199187.2	1
NM_003365.3	1638
NR_131239.1	569
NR_131240.1	1
*	2209
NM_139323.4	2397
NM_003404.5	1
NM_006101.3	2144
NM_002685.4	2014
NM_001001998.3	1
NM_001271970.2	2860
NM_007355.4	1
NM_001271969.2	1
NM_001371238.1	1
NM_001271972.2	1
NM_001271971.2	1
NM_007355.4	305
NM_006830.4	950
NM_006830.4	273
NM_006118.4	1102
NM_001018837.2	1
NM_001348660.2	2422
NR_145834.2	1
NM_001348661.2	1
NR_145837.2	1
NR_145836.2	1
NM_001001436.4	1
NM_003329.4	991
NM_001244938.2	1
NM_000981.4	761
NM_001330200.1	1
NM_014752.3	1465
NM_001013663.2	753
NM_021109.4	667
NM_021104.2	1044
NM_001035267.2	1
NM_021104.2	366
NM_001035267.2	1
NM_001350578.2	1
NM_001350575.2	1
NM_145729.3	1005
NM_024540.4	1
NM_005669.5	816
NM_000993.5	551
NM_006761.5	1910
NR_024058.2	1
NM_001014.5	1105
NM_001204091.2	1
NM_001203245.3	1
NM_001202470.3	1
NM_021104.2	1041
NM_001035267.2	1
NM_001350575.2	1
NM_001350578.2	1
NM_021104.2	369
NM_001035267.2	1
NM_001350578.2	1
NM_001281715.2	2090
NM_002634.4	1
NM_001281496.2	1
NM_001287222.2	636
NM_001278556.2	1
NM_002276.5	547
NM_001387768.1	1798
NM_001387759.1	1
NM_001387762.1	1
NM_001322915.1	1
NM_001387765.1	1
NM_001387761.1	1
NM_002952.4	940
NM_000158.4	3365
NM_000158.4	1671
NM_001131008.2	1948
NM_001131009.2	1
NM_002835.4	1
NM_016139.4	415
NM_001320327.2	1
NM_001131009.2	465
NM_002835.4	1
NM_001131008.2	1
NM_001329237.2	387
NM_033116.6	1
NM_001329238.2	1
NM_001001937.2	1874
NM_004046.6	1
NM_001001935.3	1
NM_001257335.2	1
NM_001257334.2	1
NM_000993.5	868
NM_001098577.3	1
NM_001099693.2	1
NM_000993.5	270
NM_001098577.3	1
NM_001099693.2	1
NM_001006.5	1376
NM_017841.4	1305
NM_000661.5	1080
NM_001024921.4	1
NM_001048241.3	584
NM_024292.4	1
NM_001040158.1	464
NM_138609.3	1
NM_004893.3	1
NM_138610.3	1
NM_152463.4	483
NM_001166131.2	1
NM_178014.4	2298
NM_001293215.2	1
NM_001293216.2	1
NM_001293212.2	1
NM_001293214.2	1
NM_000981.4	503
NM_001330200.1	1
NM_000970.6	1678
NM_001320141.2	1
NM_001320139.2	1
NM_001320138.2	1
NM_001320137.2	1
NM_001024662.3	1
NM_000970.6	416
NM_002634.4	1156
NM_001281715.2	1
NM_001281496.2	1
NM_001037333.3	2670
NM_001291722.2	1
NM_014376.4	1
NM_001291721.2	1
NM_001321017.2	651
NM_001321019.2	1
NM_001321020.2	1
NM_001321018.2	1
NM_001033930.3	1
NM_003333.5	1
NM_003329.4	1035
NM_001244938.2	1
NM_003329.4	406
NM_001244938.2	1
NM_001284518.2	1739
NM_024297.3	1
NM_001284517.2	1
NM_002823.5	1287
NM_001099285.2	1
NM_000978.4	458
NM_000978.4	66
NR_123724.2	582
NM_003768.5	1
NM_001297578.2	1
NM_001297576.2	1
NM_001297577.2	1
NM_001909.5	3962
NM_001909.5	1770
NM_000978.4	815
NM_000978.4	113
NM_022751.3	8130
NM_001242409.2	1
NM_022751.3	3364
NM_001242409.2	1
NM_002952.4	985
NM_000978.4	778
NM_000978.4	194
NM_000978.4	561
NM_021009.7	3093
NM_021009.7	1177
NM_021009.7	1
NM_021009.7	1
NM_000989.4	1007
NM_000989.4	421
*	1030
NM_001967.4	314
NM_002812.5	495
NM_002787.5	939
NM_001436.4	1321
NM_003133.6	1519
NM_001130440.2	1
NM_001199341.3	675
NM_000985.5	1
NM_001369558.1	1
NM_001199344.3	1
NM_001199340.2	1
NM_001199342.3	1
NM_003329.4	885
NM_003329.4	339
NM_000981.4	912
NM_001330200.1	1
NM_000981.4	106
NM_001330200.1	1
NR_026660.1	1
NM_007241.4	1082
NR_133679.2	1
NM_001317192.2	1
NM_001317194.2	1
NM_001317193.2	1
NM_005406.3	5722
NM_005406.3	1452
NM_001366293.1	492
NR_158784.1	1
NR_029466.2	1
NM_001865.5	1
NM_001366292.3	1
NR_158783.1	1
NM_002601.4	1161
NM_001291018.2	1
NR_135658.1	2958
NR_135657.1	1
NR_135658.1	71
NR_135657.1	1
NM_020199.3	3906
NM_020199.3	1611
NM_021103.4	504
NR_037648.2	1686
NM_017547.4	1
NR_037647.2	1
NM_139323.4	2800
NM_003404.5	1
NM_153649.4	2163
NR_103461.2	1
NM_001278189.2	1
NM_001364679.2	1
NM_001043351.2	1
NM_001349679.2	1
NM_001539.4	2392
NM_001314039.2	1
NM_138689.3	902
NM_018360.3	1018
NM_001168683.2	1
NM_001370515.1	816
NM_001370521.1	1
NM_001370510.1	1
NM_001370519.1	1
NM_001370512.1	1
NM_001370518.1	1
NM_001370521.1	108
NM_000661.5	659
NM_001024921.4	1
NM_000661.5	163
NM_001024921.4	1
NM_004546.3	529
NM_002046.7	2462
NM_001289746.2	1
NM_001289745.3	1
NM_001357943.2	1
NM_001256799.3	1
NM_001289745.3	1128
NM_002046.7	1
NM_006263.4	1812
NM_001281528.2	1
NM_176783.3	1
NM_001281529.2	1
NM_001127617.2	339
NM_184043.2	1
NM_001243177.4	1
NM_001365304.2	1
NM_001365307.2	1
NM_001365305.2	1
NM_001002.4	1836
NM_053275.4	1
NM_001002.4	101
NM_053275.4	1
*	1627
NM_004146.6	580
NM_152766.5	698
NM_152766.5	215
NM_001318707.1	1244
NM_001318709.1	1
NM_013326.5	1
NM_001318708.1	1
NM_001276342.1	1
NM_001318708.1	112
NM_001318709.1	1
NR_003287.4	755
NR_046235.3	1
NM_012385.3	676
NM_001042483.2	1
NM_001306153.1	1030
NM_001306155.2	1
NM_001306154.2	1
NM_012073.5	1
NM_001306156.2	1
NM_001306153.1	323
NM_001306155.2	1
NM_018648.4	866
NM_015994.4	1147
NM_000981.4	549
NM_001330200.1	1
*	350
NM_001102610.2	2584
NM_001354378.2	1
NM_001354376.2	1
NM_001354372.2	1
NM_052903.6	1
NM_001354373.2	1
NM_017846.5	826
NR_003109.2	1
NR_003109.2	265
NM_017846.5	1
NM_014762.4	4463
NM_014762.4	1999
NM_002952.4	477
NM_005324.5	969
NM_000224.3	1062
NM_199187.2	1
NM_199187.2	149
NM_000224.3	1
NM_138369.3	1633
NR_164702.2	1
NR_164703.2	1
NR_164700.2	1
NR_164701.2	1
NM_001159651.3	1
NM_001039876.3	1363
NM_014373.3	1814
*	1348
NM_003849.4	767
NM_001042631.3	1254
*	1569
NM_001483.3	2067
NM_001202469.2	1
NM_007126.5	2836
NM_001354927.2	1
NM_001354928.2	1
NM_002032.3	1224
NM_001363593.2	1
NM_001139443.2	1
NM_001363591.2	1
NM_001194956.2	681
NM_199189.3	1
NM_001194954.2	1
NM_001282278.2	1
NM_018834.6	1
NM_001194955.2	1
NM_001002.4	2009
NM_053275.4	1
NM_053275.4	606
NM_001002.4	1
NR_003287.4	859
NR_046235.3	1
NM_001276277.3	317
NM_001345876.2	1
NM_001345872.2	1
NM_001345874.2	1
NM_001345875.2	1
NR_037168.2	1
*	548
NM_000713.3	902
NM_001007233.3	396
NM_000082.4	1
NM_001290285.2	1
NM_021104.2	621
NM_001035267.2	1
NM_001348015.2	5078
NM_001105551.2	1
NM_001105549.2	1
NM_001277952.2	1
NM_001105550.2	1
NM_001277946.2	1
NM_001105551.2	2232
NM_199344.3	120
NM_014245.5	1641
NR_037702.2	1
NM_183237.3	1
NR_037703.2	1
NM_001201370.2	1
NM_014245.5	732
NM_183237.3	1
NM_001099638.2	5633
NM_001099639.2	1
NM_007145.3	1
NM_001099638.2	1402
NM_007145.3	1
NM_001099639.2	1
NM_016047.4	1195
NM_016047.4	446
NR_037193.2	1591
NM_002394.6	1
NM_001013251.3	1
NM_001012664.3	1
NM_001012662.3	1
*	1999
NM_198450.6	1662
NM_198450.6	78
NM_004074.3	467
NM_031445.2	312
NM_001199140.2	1
NM_001017.3	1023
NM_001017.3	379
NM_001839.5	3166
NM_001286055.2	1
NM_001286056.2	1
NM_001839.5	709
NM_001286056.2	1
NM_001286055.2	1
NM_005486.3	2252
NM_001321175.2	1
NM_001321176.2	1
NM_001321174.2	1
NM_001349145.2	2041
NM_001349159.2	1
NM_000971.4	535
NM_001363737.2	1
NM_001363118.2	1240
NM_001363121.2	1
NR_045600.2	1
NM_001363120.2	1
NM_001021.6	1094
NR_111943.2	1
NR_111944.3	1
NM_001021.6	388
NR_111943.2	1
NR_111944.3	1
NM_001862.3	605
NM_181527.3	1229
NM_016100.5	1
NM_181528.3	1
NM_016100.5	417
NM_181527.3	1
NM_181528.3	1
NM_005998.5	3737
NR_036565.2	1
NR_036564.2	1
NM_001008800.3	1
NM_005998.5	1751
NR_036565.2	1
NR_036564.2	1
NM_032901.4	684
NM_001257133.2	1
NM_001257134.2	1
NM_001199802.1	693
NM_000975.5	1
NM_000661.5	1361
NM_001024921.4	1
NM_001024921.4	464
NM_000661.5	1
NM_003329.4	770
NM_001244938.2	1
NM_000990.5	633
NM_002952.4	1235
NM_000284.4	1631
NM_001173455.2	1
NM_001173454.2	1
NM_001173456.2	1
NM_001021.6	896
NR_111944.3	1
NR_111943.2	1
NM_001293212.2	379
NM_001293215.2	1
NM_178014.4	1
NM_001293216.2	1
NR_120608.2	1
NM_001293214.2	1
*	1409
NM_001769.4	2332
NM_001330312.2	1
NM_000990.5	501
NM_001286273.2	467
NM_003295.4	1
NM_001286272.2	1
NM_178014.4	1751
NM_001293216.2	1
NM_001293212.2	1
NM_001293215.2	1
NM_001293214.2	1
NM_001000.4	467
NM_001076675.3	2837
NM_001349799.3	2119
NM_016199.3	437
NR_135259.2	668
NM_001320451.2	1
NM_001099645.2	1
NM_006597.6	972
*	422
NM_001190470.2	1343
NM_001190702.2	1
NM_001190470.2	528
NM_002489.4	947
NM_002489.4	385
NM_002789.6	1302
NM_001102667.2	1
NM_001330676.2	1
NM_001330675.2	1
NM_001330673.2	1
NM_001102668.3	1
*	905
NM_000989.4	1083
NM_000989.4	432
NM_001370521.1	1534
NM_001370515.1	1
NM_001370509.1	1
NM_001370512.1	1
NM_001370516.1	1
NM_001370506.1	1
NM_001370514.1	286
NM_005324.5	1674
NM_002952.4	695
NM_002951.5	2231
NM_001324304.2	1
NM_001324305.2	1
NM_001324303.2	1
NM_001324301.2	1
NM_001135771.3	1
NM_152503.7	149
NM_002415.2	1125
NR_038911.1	1
NM_002415.2	424
NR_038911.1	1
NR_160953.1	672
NR_160948.1	1
NR_160949.1	1
NR_160946.1	1
NR_160945.1	1
NM_018353.5	4858
NM_018353.5	1950
NM_001330200.1	809
NM_000981.4	1
NM_001667.4	487
NM_001199745.2	1
NM_002568.4	969
NM_001190470.2	1456
NM_001190702.2	1
NM_001190470.2	611
NM_001190702.2	1
NM_014670.4	1073
NM_001321694.2	1
NM_001321693.2	1
NM_001207069.2	1
NM_001207067.2	1
NM_001321691.2	1
NM_001199340.2	1355
NM_001199342.3	1
NM_001369557.1	1
NM_001199343.3	1
NM_001369556.1	1
NM_000985.5	1
NM_001369556.1	593
NM_021019.5	835
NM_079423.4	1
NM_000970.6	958
NM_001320141.2	1
NM_001320138.2	1
NM_001320139.2	1
NM_001320137.2	1
NM_001320140.2	1
NM_001035267.2	394
NM_021104.2	1
NM_001350575.2	1
NM_001350578.2	1
NM_022735.4	3787
NM_022735.4	1535
NR_026550.3	884
NM_015415.3	1
NM_001143674.4	1
NM_003343.6	2835
NM_001202489.2	1
NM_182688.3	1
NM_001202489.2	1225
NM_003343.6	1
NM_182688.3	1
NM_001958.5	832
NM_003225.3	853
NM_003225.3	151
NM_000973.5	933
NM_001317782.2	1
NM_033301.3	1
NM_001317771.2	1
NM_001028.3	715
NM_021130.5	915
NM_001300981.2	1
NM_001035267.2	483
NM_021104.2	1
NM_001350578.2	1
NM_001350575.2	1
NM_022551.3	638
NM_001077621.2	1564
NM_002952.4	398
NR_003287.4	1364
NR_046235.3	1
NM_004642.4	1421
NM_016065.4	593
NM_016065.4	102
NM_001006.5	941
NM_006713.4	455
NM_001297437.2	1488
NM_012176.3	1
NM_000981.4	984
NM_001330200.1	1
NM_001190702.2	2262
NM_001190708.2	1058
NM_001347890.2	438
NM_001347892.2	1
NR_144935.2	1
NM_001347895.2	1
NM_015959.4	1
NR_144933.2	1
NM_021104.2	916
NM_021104.2	365
NM_001035267.2	1
NM_001350578.2	1
NM_001035267.2	1
NM_001350575.2	1
NM_001350578.2	1
NM_007209.4	719
NM_007209.4	234
NM_002823.5	999
NM_001099285.2	1
NM_001402.6	2300
NM_021104.2	943
NM_001035267.2	1
NM_001350578.2	1
NM_001350575.2	1
NM_021104.2	321
NM_001035267.2	1
NM_001350575.2	1
NM_015543.2	332
NM_004161.5	1
NM_006830.4	687
NM_006830.4	192
NM_001030.6	518
NM_001349946.2	1
NM_001349947.2	1
NM_079423.4	551
NM_021019.5	1
NM_001191037.2	332
NM_002807.4	1
NR_034059.2	1
NR_073472.2	4545
NM_002822.5	1
NR_073473.2	1
NM_001242397.2	1
NM_001127193.2	418
NM_001127195.2	1
NM_003418.5	1
NM_001127196.2	1
NM_001127194.2	1
NM_001127192.2	1
NM_003295.4	871
NM_001286272.2	1
NM_001286273.2	1
NM_002948.5	1276
NM_001253379.2	1
NM_001253383.3	1
NM_001253380.2	1
NM_001253382.2	1
NM_005348.4	369
NM_001017963.3	1
NM_019059.5	622
NR_168014.1	1
NM_016275.5	1534
NM_016047.4	1268
NM_016047.4	423
NM_000993.5	572
NM_001099693.2	1
NM_001098577.3	1
NM_001218.5	4331
NM_001293642.2	1
NM_206925.3	1
NR_135511.2	1
NM_001293642.2	1875
NR_135511.2	1
NM_001218.5	1
NM_006294.5	507
NR_045639.2	1
NM_001254752.2	1
NM_001199975.3	1
NM_001136200.2	3487
NM_001136200.2	1518
NM_003487.4	544
NM_139215.3	1
NM_000291.4	3318
NM_000291.4	1301
NM_021103.4	558
*	1485
NM_014408.5	1419
NM_001270894.2	1
NM_001270896.2	1
NM_001270895.2	1
NR_073097.2	1
NM_001270897.2	1
NM_000973.5	1575
NM_001317782.2	1
NM_001317771.2	1
NM_033301.3	1
NM_001317782.2	448
NM_000973.5	1
NM_033301.3	1
NM_001359.2	1258
NM_001330575.2	1
*	420
NM_005176.7	1210
NM_001369754.1	1
NM_001369755.1	1
NM_001369753.1	1
NM_001002031.4	1
NM_001330269.2	1
NM_005176.7	380
NM_001305625.2	1162
NM_001305626.1	1
NM_001305624.1	1
NM_001743.6	1
NM_002489.4	725
NM_002489.4	151
NM_003226.4	538
NM_001022.4	1075
NM_001321485.2	1
NM_001321484.2	1
NM_001321483.2	1
NM_001321483.2	386
NM_001022.4	1
NM_001321484.2	1
NR_002599.2	407
NR_152600.1	1
NM_001035267.2	681
NM_021104.2	1
NM_001035267.2	73
NM_021104.2	1
NM_001350575.2	1
NM_001350578.2	1
NM_020117.11	3980
NM_016460.4	1
NM_001317965.2	1
NM_001317964.2	1
NM_001317965.2	226
NM_020117.11	1
NR_002599.2	641
NR_152600.1	1
NM_000989.4	804
NM_001000.4	715
NM_001278684.2	1577
NM_173208.3	1
NM_173209.3	1
NM_173207.4	1
NM_001374397.1	1
NM_003244.4	1
NM_004528.4	816
NM_020189.6	974
NR_036471.2	1
NR_036472.2	1
NM_001193557.2	1
NM_007278.2	1509
NM_007278.2	294
NM_001303625.1	1423
NM_006013.5	1
NM_001303624.2	1
NM_001303626.1	1
NM_001256580.2	1
NM_001303625.1	587
NM_006013.5	1
NM_000981.4	1202
NM_001330200.1	1
NM_000968.4	2807
NM_000968.4	1197
NM_000973.5	1949
NM_001317782.2	1
NM_033301.3	1
NM_001317771.2	1
NM_001317771.2	736
NM_001317782.2	1
NM_033301.3	1
NM_002792.4	445
NM_001062.4	2721
NM_001062.4	1090
*	1975
NM_001330130.2	529
NM_001127395.4	1
NM_001330134.2	1
NM_005002.5	1
NR_125409.1	1
NM_030961.3	1
NM_004607.3	682
NM_006234.6	638
NR_163857.1	1
*	2934
NM_052850.4	311
NM_001697.3	822
NM_130440.4	8428
NM_002840.5	1
NM_001329140.2	1
NM_001329138.2	1
NM_001329139.2	1
NM_001329137.2	1
NM_003295.4	1553
NM_001286272.2	1
NM_001286273.2	1
NM_003295.4	436
NM_001286273.2	1
NM_001286272.2	1
NM_000988.5	875
NM_001349922.2	1
NM_001349921.2	1
NM_000988.5	201
NM_001349922.2	1
NM_001349921.2	1
NM_000994.4	1021
NM_001007073.1	1
NM_001007074.1	1
NM_145808.4	3328
NM_001128619.3	1
NM_145808.4	1459
NM_001128619.3	1
NM_002893.4	1206
NM_001198719.2	1
NM_001330200.1	556
NM_000981.4	1
NM_001330200.1	108
NM_000981.4	1
NM_001101.5	1871
NM_002948.5	793
NM_001253383.3	1
NM_001253379.2	1
NM_001253380.2	1
NM_001253382.2	1
NR_162149.1	2933
NM_006826.4	984
NM_006826.4	325
NM_002306.4	1076
NM_001357678.2	1
NR_003225.2	1
NM_016587.4	1918
NM_007276.5	1
NM_012255.5	1410
NM_001317960.1	1
NM_173791.5	497
NM_003054.6	1
NM_000671.4	536
NM_000671.4	153
NM_000978.4	459
NM_004450.3	919
NM_001693.4	2788
NM_001686.4	411
NM_001199877.2	1102
NM_001018108.4	1
NM_001199876.1	1
NM_001199878.2	387
NM_001018108.4	1
NM_001199877.2	1
NM_001199876.1	1
*	3262
NM_003295.4	1185
NM_001286272.2	1
NM_001286273.2	1
NM_002823.5	1318
NM_001099285.2	1
NM_025029.5	641
NM_001330282.2	1
NM_001136498.2	504
*	363
NM_001316935.2	644
NR_167991.1	1
NR_167990.1	1
NR_167992.1	1
NM_016126.4	1
NR_167993.1	1
NM_001190702.2	1308
NM_012423.4	1343
NR_073024.2	1
NM_001270491.2	1
NM_001190470.2	599
NM_001190702.2	1
NM_012094.5	785
NM_001358516.2	1
NM_006082.3	405
NM_000978.4	592
NM_002512.4	1309
NM_001018138.1	1
NM_001018139.2	1
NM_001018136.3	1
NM_001018137.3	1
NR_037149.2	1
NM_001018138.1	587
NM_001206641.3	1418
NM_001301733.1	1
NM_001012985.2	1
NM_001301733.1	330
NM_001012985.2	1
NM_001206641.3	1
NM_001130420.3	1978
NM_001330288.2	1
NM_003075.5	1
NM_139067.4	1
NM_079423.4	358
NM_021019.5	1
NM_002970.3	305
NR_027783.3	1
NM_006829.3	615
NM_003472.4	2817
NM_001134709.2	1
NM_005917.4	2442
NM_001316374.2	1
NM_001199111.2	1
NM_001199112.2	1
NM_005917.4	1019
NM_001316374.2	1
NM_001199111.2	1
NM_001297565.2	731
NM_006004.4	1
NM_001297566.2	1
NM_001089591.1	1
NM_001297565.2	239
NM_006004.4	1
NM_001297566.2	1
NM_000990.5	455
NM_018455.6	1054
NM_001100625.3	1
NM_001270474.2	1
NM_001100624.3	1
*	1291
NM_021019.5	841
NM_079423.4	1
*	758
NM_001369753.1	839
NM_001330269.2	1
NR_163136.1	1
NM_001369754.1	1
NM_001369755.1	1
NM_001369758.1	1
NM_022165.3	1169
NM_000990.5	576
NM_003404.5	1135
NM_139323.4	1
NM_001009894.3	1907
NM_000981.4	789
NM_001330200.1	1
NR_146164.1	1298
NR_028326.2	1
NR_028324.1	1
NR_146389.1	1
NR_168328.1	1
NR_028322.1	1
NM_007099.4	775
NR_024080.2	1
NM_004300.4	1
NM_002032.3	1057
NM_006597.6	2380
NM_014752.3	1367
NM_021130.5	851
NM_001300981.2	1
NR_162149.1	2515
NM_016139.4	756
NM_001320327.2	1
NM_005556.4	2204
NM_005556.4	524
NM_001370506.1	1722
NM_001370504.1	1
NM_001370509.1	1
NM_001370516.1	1
NM_001370514.1	1
NM_001370522.1	1
NM_001370505.1	312
NM_001370518.1	113
NM_021109.4	1318
